job_key,company,title,location,department,urls,date_posted,first_seen,first_seen_pt,track,scored,score_method,experience_score,reason,emailed,source_uids
Phonic:dad82669-969e-46be-b826-6a55e2428723,Phonic,Machine Learning Research Intern,SF,AI/ML/Data,https://jobs.ashbyhq.com/phonic/a6c8c3d2-250a-4c2f-8a20-e4667ca38e41/application?embed=true,2026-07-21,2026-07-21T02:17:49+00:00,2026-07-20 19:17 Mon,,false,,,,false,simplify:Simplify Internships:dad82669-969e-46be-b826-6a55e2428723
Phonic:https://jobs.ashbyhq.com/phonic/a6c8c3d2-250a-4c2f-8a20-e4667ca38e41,Phonic,Machine Learning Research Intern - Fall 2026,"San Francisco, CA",,https://jobs.ashbyhq.com/phonic/a6c8c3d2-250a-4c2f-8a20-e4667ca38e41,,2026-07-18T13:41:24+00:00,2026-07-18 06:41 Sat,AI / ML,true,Keyword,43,keyword-only heuristic,false,speedyapply:SpeedyApply AI:https://jobs.ashbyhq.com/phonic/a6c8c3d2-250a-4c2f-8a20-e4667ca38e41
