job_key,company,title,location,department,urls,date_posted,first_seen,track,scored,score_method,experience_score,reason,emailed,source_uids
Mercor:5c5c4c46-e9d5-4a1b-9fef-0e4d36cbc982,Mercor,Data Science Intern,"San Francisco, CA","Data Science, AI & Machine Learning",https://jobs.ashbyhq.com/mercor/11516609-e54b-4087-87c2-e84a8bafbb5a,2025-11-28,2026-07-07T05:59:38+00:00,,false,,,,false,simplify:Simplify Internships:5c5c4c46-e9d5-4a1b-9fef-0e4d36cbc982
Mercor:https://jobs.ashbyhq.com/mercor/50a58426-2e97-43a5-99b1-d0d9cdc88100,Mercor,Enterprise AI Associate,San Francisco,,https://jobs.ashbyhq.com/mercor/50a58426-2e97-43a5-99b1-d0d9cdc88100,,2026-07-07T05:59:38+00:00,,false,,,,false,speedyapply:SpeedyApply AI:https://jobs.ashbyhq.com/mercor/50a58426-2e97-43a5-99b1-d0d9cdc88100
