job_key,company,title,location,department,urls,date_posted,first_seen,first_seen_pt,track,scored,score_method,experience_score,reason,emailed,source_uids
MyKargo:https://job-boards.greenhouse.io/kargo/jobs/6100171004,MyKargo,Agentic AI Engineer,"San Francisco, CA",,https://job-boards.greenhouse.io/kargo/jobs/6100171004,,2026-07-31T14:41:48+00:00,2026-07-31 07:41 Fri,AI / ML,true,Keyword,43,keyword-only heuristic,false,speedyapply:SpeedyApply AI:https://job-boards.greenhouse.io/kargo/jobs/6100171004
MyKargo:https://job-boards.greenhouse.io/kargo/jobs/6120133004,MyKargo,Software Engineer - Edge,"San Francisco, CA",,https://job-boards.greenhouse.io/kargo/jobs/6120133004,,2026-07-31T14:41:48+00:00,2026-07-31 07:41 Fri,Software Engineering,true,Keyword,40,keyword-only heuristic,false,speedyapply:SpeedyApply SWE:https://job-boards.greenhouse.io/kargo/jobs/6120133004|speedyapply:SpeedyApply SWE:6120133004
