job_key,company,title,location,department,urls,date_posted,date_posted_iso,first_seen,first_seen_pt,track,scored,score_method,experience_score,reason,emailed,source_uids
Ivo:3ce9dc16-90fd-4b99-b4b9-dfd48ec1a50d,Ivo,"Software Engineer, Backend","San Francisco, CA",Software Engineering,https://jobs.lever.co/ivo/3ce9dc16-90fd-4b99-b4b9-dfd48ec1a50d,2026-03-19,2026-03-19,2026-09-05T21:23:09+00:00,2026-09-05 14:23 Sat,,false,,,,false,simplify:Simplify New Grad:3ce9dc16-90fd-4b99-b4b9-dfd48ec1a50d
Ivo:56746366-28dd-43e4-8457-ba7a17c43b57,Ivo,"Software Engineer, Frontend","San Francisco, CA",Software Engineering,https://jobs.lever.co/ivo/56746366-28dd-43e4-8457-ba7a17c43b57,2026-03-19,2026-03-19,2026-09-05T21:23:09+00:00,2026-09-05 14:23 Sat,,false,,,,false,simplify:Simplify New Grad:56746366-28dd-43e4-8457-ba7a17c43b57
