job_key,company,title,location,department,urls,date_posted,date_posted_iso,first_seen,first_seen_pt,track,scored,score_method,experience_score,reason,emailed,source_uids
T-Rex Solutions:8617784002,T-Rex Solutions,Software Engineer Level 0,"Odenton, MD",Software,https://www.trexsolutionsllc.com/current-opportunities-at-trex/?gh_jid=8617784002,2026-07-02,2026-07-02,2026-09-05T21:23:09+00:00,2026-09-05 14:23 Sat,,false,,,,false,simplify:Simplify New Grad:8617784002
T-Rex Solutions:8566159002,T-Rex Solutions,Web Developer,"Odenton, MD",Software,https://www.trexsolutionsllc.com/current-opportunities-at-trex/?gh_jid=8566159002,2026-05-27,2026-05-27,2026-09-05T21:23:09+00:00,2026-09-05 14:23 Sat,,false,,,,false,simplify:Simplify New Grad:8566159002
