job_key,company,title,location,department,urls,date_posted,first_seen,track,scored,score_method,experience_score,reason,emailed,source_uids
CompuGroup Medical SE & Co. KGaA:https://cgm.wd3.myworkdayjobs.com/en-US/cgm/job/Austin--13640-Briarwick-Dr-Suite-110/Software-Support-Specialist-I_JR108644,CompuGroup Medical SE & Co. KGaA,Software Support Specialist I,"Austin, TX",,https://cgm.wd3.myworkdayjobs.com/en-US/cgm/job/Austin--13640-Briarwick-Dr-Suite-110/Software-Support-Specialist-I_JR108644,,2026-07-08T14:36:08+00:00,,false,,,,false,speedyapply:SpeedyApply SWE:https://cgm.wd3.myworkdayjobs.com/en-US/cgm/job/Austin--13640-Briarwick-Dr-Suite-110/Software-Support-Specialist-I_JR108644
CompuGroup Medical SE & Co. KGaA:https://cgm.wd3.myworkdayjobs.com/en-US/cgm/job/Columbia-SC/Software-Support-Specialist-I_JR106479,CompuGroup Medical SE & Co. KGaA,Software Support Specialist I,"Columbia, SC",,https://cgm.wd3.myworkdayjobs.com/en-US/cgm/job/Columbia-SC/Software-Support-Specialist-I_JR106479,,2026-07-08T14:36:08+00:00,,false,,,,false,speedyapply:SpeedyApply SWE:https://cgm.wd3.myworkdayjobs.com/en-US/cgm/job/Columbia-SC/Software-Support-Specialist-I_JR106479
